,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
955,32,No,No Travel,Sales,13,4,Life Sciences,956,2,Female,3,2,Sales Executive,4,Divorced,2,Unknown,3,3,1,3,2,5,0,3,1991,44030.0,Sí
956,53,No,No Travel,Sales,7,2,Other,957,1,Male,2,3,Sales Executive,4,Married,7,Yes,3,4,1,3,3,5,0,4,1970,109340.0,No
957,22,No,No Travel,Research & Development,1,2,Life Sciences,958,4,Female,2,2,Manufacturing Director,4,Unknown,6,Unknown,4,1,2,2,1,2,2,2,2001,53914.11,No
958,44,No,Travel Rarely,Research & Development,8,4,Life Sciences,959,1,Female,4,1,Laboratory Technician,4,Unknown,2,Yes,4,3,1,2,2,3,0,2,1979,28111.13,No
959,35,Yes,Travel Frequently,Research & Development,25,4,Life Sciences,960,4,Male,3,1,Research Scientist,2,Divorced,1,Unknown,3,1,1,3,2,10,7,8,1988,20220.0,Sí
960,25,No,No Travel,Sales,4,1,Other,961,3,Female,2,2,Sales Executive,1,Unknown,1,No,3,1,0,1,4,5,0,3,1998,42560.0,No
961,49,No,Travel Rarely,Research & Development,1,3,Technical Degree,962,3,Male,3,1,Research Scientist,1,Unknown,2,No,3,2,1,2,3,4,0,2,1974,35799.96,No
962,24,No,No Travel,Research & Development,19,1,Life Sciences,963,1,Female,2,1,Laboratory Technician,4,Unknown,0,Unknown,3,4,0,2,2,5,3,4,1999,28111.13,No
963,38,No,Travel Rarely,Sales,9,3,Marketing,964,2,Female,2,1,Sales Representative,2,Unknown,0,Unknown,3,4,1,3,3,2,1,2,1985,28990.0,Sí
964,29,Yes,Travel Rarely,Sales,1,3,Medical,965,2,Male,2,1,Sales Representative,3,Unknown,6,Yes,3,3,3,3,3,3,0,2,1994,28111.13,No
965,43,No,Travel Frequently,Research & Development,1,3,Life Sciences,966,4,Male,3,2,Healthcare Representative,4,Married,4,Unknown,3,2,1,2,2,5,2,2,1980,55620.0,Sí
966,28,No,Travel Rarely,Sales,5,4,Medical,967,1,Female,3,2,Sales Executive,4,Single,1,Unknown,3,2,0,3,3,4,0,2,1995,53914.11,No
967,20,Yes,Travel Rarely,Sales,2,3,Other,968,3,Male,2,1,Sales Representative,3,Single,1,Unknown,3,4,0,3,2,2,0,2,2003,28111.13,Sí
968,47,No,No Travel,Sales,2,4,Life Sciences,969,4,Male,2,1,Sales Representative,4,Single,1,Yes,3,1,0,3,2,3,1,2,1976,28111.08,Sí
969,22,Yes,Travel Rarely,Research & Development,3,1,Life Sciences,970,2,Male,3,2,Manufacturing Director,3,Married,0,Yes,3,1,1,3,4,3,0,2,2001,53914.11,Sí
970,28,No,No Travel,Research & Development,9,3,Medical,971,3,Male,3,1,Research Scientist,3,Divorced,5,No,3,2,1,2,3,2,2,2,1995,23770.0,Sí
971,39,Yes,No Travel,Research & Development,6,3,Medical,972,4,Female,3,1,Laboratory Technician,1,Married,7,Unknown,4,4,0,2,1,2,2,2,1984,24040.0,Sí
972,33,No,Travel Rarely,Research & Development,1,4,Other,973,3,Female,2,1,Research Scientist,1,Single,3,Unknown,3,2,0,1,3,3,0,2,1990,27990.0,No
973,36,No,Travel Rarely,Research & Development,7,4,Other,974,2,Female,3,1,Research Scientist,4,Single,2,Unknown,3,3,0,6,3,6,0,1,1987,28111.13,Sí
974,35,No,Travel Rarely,Sales,48,3,Other,975,3,Male,3,2,Sales Executive,3,Unknown,1,Unknown,3,2,0,3,3,5,1,0,1988,53914.08,Sí
975,31,Yes,No Travel,Research & Development,9,2,Medical,976,3,Female,2,1,Research Scientist,1,Single,0,Yes,4,1,0,0,3,3,1,2,1992,28111.13,No
976,33,No,Travel Rarely,Research & Development,13,1,Life Sciences,977,2,Male,3,1,Research Scientist,4,Single,3,Unknown,3,1,0,4,3,3,0,2,1990,34520.0,No
977,27,No,No Travel,Research & Development,24,4,Other,978,24,Male,3,1,Laboratory Technician,2,Married,9,No,3,2,1,2,3,2,2,2,1996,28110.0,No
978,30,Yes,Travel Rarely,Research & Development,22,3,Other,979,1,Male,3,1,Research Scientist,3,Married,4,Unknown,3,2,0,2,3,5,0,1,1993,28111.13,Sí
979,24,No,No Travel,Research & Development,17,1,Medical,980,4,Male,2,2,Manufacturing Director,3,Divorced,1,No,3,2,2,6,3,4,3,2,1999,43770.0,No
980,35,Yes,Travel Rarely,Research & Development,14,4,Other,981,3,Female,2,1,Laboratory Technician,2,Divorced,1,Yes,4,4,1,2,1,4,0,2,1988,28111.13,No
981,30,Yes,No Travel,Research & Development,5,3,Other,982,2,Male,3,1,Laboratory Technician,2,Unknown,0,Unknown,3,1,0,3,3,3,1,2,1993,28111.13,Sí
982,48,No,Travel Rarely,Research & Development,6,3,Other,983,1,Female,2,2,Healthcare Representative,3,Unknown,2,No,3,4,0,0,3,2,2,2,1975,42399.96,Sí
983,41,No,Travel Rarely,Research & Development,7,2,Medical,984,4,Male,3,2,Manufacturing Director,3,Unknown,6,Unknown,3,2,0,6,3,2,2,1,1982,53914.08,No
984,27,No,No Travel,Research & Development,2,4,Other,985,1,Male,3,2,Manufacturing Director,4,Unknown,0,Unknown,3,2,1,2,3,3,2,2,1996,42270.0,Sí
985,35,No,Travel Rarely,Research & Development,10,3,Other,986,2,Female,3,1,Laboratory Technician,4,Unknown,1,No,4,1,1,4,2,3,1,2,1988,39170.0,No
986,26,Yes,No Travel,Sales,29,2,Medical,987,2,Female,1,2,Sales Executive,1,Single,8,No,3,4,0,6,3,2,2,2,1997,49690.0,Sí
987,33,No,No Travel,Sales,8,1,Life Sciences,988,2,Male,2,1,Sales Representative,4,Unknown,0,Unknown,3,4,0,2,2,2,2,2,1990,28111.13,No
988,26,Yes,No Travel,Research & Development,2,3,Life Sciences,989,1,Female,3,1,Research Scientist,1,Married,6,Unknown,3,2,1,2,3,3,1,2,1997,20420.0,Sí
989,38,No,Travel Frequently,Research & Development,3,4,Other,990,3,Female,3,1,Research Scientist,3,Unknown,3,No,3,1,1,2,3,2,2,2,1985,28209.96,No
990,46,No,No Travel,Research & Development,47,4,Medical,991,47,Female,3,5,Research Director,4,Unknown,9,No,3,4,2,0,3,2,2,2,1977,191324.62,Sí
991,20,Yes,No Travel,Sales,9,3,Marketing,992,4,Male,3,1,Sales Representative,4,Single,1,Yes,3,2,0,3,3,2,0,2,2003,28111.13,Sí
992,30,No,No Travel,Research & Development,20,3,Other,993,20,Female,3,2,Manufacturing Director,1,Married,0,Unknown,3,3,1,1,2,6,0,2,1993,99570.0,No
993,27,No,No Travel,Research & Development,8,5,Other,994,1,Female,1,1,Laboratory Technician,3,Married,1,Unknown,3,4,3,4,3,3,1,2,1996,28111.13,No
994,55,No,No Travel,Research & Development,2,1,Other,995,4,Female,3,3,Manufacturing Director,2,Married,3,No,3,2,1,4,3,3,1,2,1968,100071.84,Sí
995,33,No,Travel Rarely,Research & Development,5,3,Life Sciences,996,4,Female,2,3,Healthcare Representative,4,Unknown,4,No,3,3,1,2,3,3,1,2,1990,100071.84,Sí
996,28,No,No Travel,Research & Development,15,2,Life Sciences,997,1,Female,3,1,Laboratory Technician,3,Unknown,1,No,3,4,1,5,2,4,2,2,1995,22070.0,Sí
997,34,No,No Travel,Research & Development,3,1,Life Sciences,998,1,Female,3,2,Healthcare Representative,4,Unknown,0,No,3,3,0,1,2,6,0,4,1989,77559.95999999999,Sí
998,33,Yes,No Travel,Research & Development,25,3,Medical,999,1,Female,2,1,Research Scientist,2,Single,4,Yes,4,2,0,0,3,2,2,2,1990,28111.13,No
999,33,No,No Travel,Sales,7,3,Life Sciences,1000,4,Male,3,2,Sales Executive,2,Married,0,No,3,3,1,3,3,3,0,2,1990,53914.11,No
1000,21,No,No Travel,Research & Development,1,1,Other,1001,4,Male,2,1,Research Scientist,2,Single,1,Yes,3,3,0,6,4,2,2,2,2002,20700.0,Sí
1001,31,No,Travel Frequently,Sales,20,3,Other,1002,3,Female,4,1,Sales Representative,4,Married,0,No,3,1,1,4,3,2,2,2,1992,27910.0,Sí
1002,35,No,No Travel,Sales,11,2,Marketing,1003,4,Female,3,2,Sales Executive,4,Divorced,1,Unknown,3,4,1,3,3,5,0,2,1988,53914.08,Sí
1003,34,No,No Travel,Research & Development,2,2,Other,1004,4,Female,3,2,Manufacturing Director,3,Single,2,No,3,4,0,3,3,3,0,2,1989,53914.08,Sí
1004,33,Yes,No Travel,Sales,9,4,Other,1005,1,Male,3,2,Sales Executive,1,Single,0,Unknown,3,1,0,3,3,5,0,3,1990,82240.0,No
1005,31,Yes,No Travel,Research & Development,15,3,Medical,1006,3,Female,3,1,Laboratory Technician,3,Unknown,1,No,3,3,1,5,2,2,2,2,1992,26100.0,Sí
1006,37,No,Travel Rarely,Research & Development,25,2,Other,1007,3,Male,2,2,Healthcare Representative,4,Unknown,7,No,3,3,2,2,3,6,1,3,1986,57310.0,Sí
1007,27,No,Travel Rarely,Research & Development,6,3,Other,1008,4,Female,2,1,Research Scientist,3,Married,1,No,3,3,1,0,3,4,2,2,1996,25390.0,Sí
1008,35,No,Travel Frequently,Research & Development,4,4,Other,1009,4,Female,2,1,Laboratory Technician,4,Married,1,Unknown,3,2,1,2,4,2,2,2,1988,23760.0,Sí
1009,56,No,No Travel,Sales,4,4,Other,1010,4,Male,3,5,Manager,1,Divorced,4,No,3,4,1,2,3,5,4,2,1967,191324.62,Sí
1010,45,No,No Travel,Research & Development,7,3,Medical,1011,1,Male,3,1,Research Scientist,3,Unknown,4,Yes,3,3,1,2,3,3,0,2,1978,28111.13,Sí
1011,20,No,Travel Rarely,Research & Development,3,3,Other,1012,1,Female,2,1,Laboratory Technician,3,Single,1,Unknown,3,1,0,2,2,2,1,2,2003,28111.13,Sí
1012,50,No,Travel Frequently,Sales,2,3,Other,1013,4,Male,3,4,Manager,1,Unknown,2,No,4,3,1,3,3,2,2,2,1973,153407.07,Sí
1013,46,No,No Travel,Research & Development,15,2,Life Sciences,1014,4,Female,3,5,Research Director,2,Unknown,5,Unknown,3,1,1,2,3,4,0,3,1977,190810.0,Sí
1014,32,No,No Travel,Research & Development,13,3,Other,1015,3,Male,2,1,Laboratory Technician,2,Married,1,No,4,3,1,2,3,2,2,2,1991,27430.0,Sí
1015,35,No,No Travel,Sales,8,2,Other,1016,3,Male,2,3,Sales Executive,4,Married,4,Unknown,3,2,1,6,2,13,4,12,1988,100071.84,No
1016,29,No,No Travel,Research & Development,1,3,Life Sciences,1017,1,Male,3,1,Research Scientist,4,Divorced,1,No,3,1,3,5,3,3,1,2,1994,37600.0,Sí
1017,21,Yes,Travel Frequently,Research & Development,10,2,Other,1018,1,Male,2,1,Laboratory Technician,3,Unknown,1,Unknown,4,3,0,2,1,2,2,2,2002,28111.08,Sí
1018,34,No,Travel Rarely,Sales,2,3,Marketing,1019,3,Male,3,2,Sales Executive,1,Unknown,0,Unknown,3,4,0,3,3,3,0,2,1989,45380.0,Sí
1019,28,No,No Travel,Research & Development,1,4,Medical,1020,4,Female,3,1,Laboratory Technician,3,Single,0,Yes,3,3,0,2,2,4,0,2,1995,28111.13,No
1020,35,No,Travel Rarely,Research & Development,6,1,Life Sciences,1021,3,Female,3,1,Research Scientist,3,Married,0,Yes,3,4,0,3,3,3,2,2,1988,28111.13,No
1021,28,No,Travel Frequently,Research & Development,2,3,Life Sciences,1022,4,Female,2,1,Laboratory Technician,4,Married,1,Unknown,3,2,1,2,3,2,2,2,1995,38670.0,No
1022,28,No,Travel Rarely,Research & Development,1,3,Technical Degree,1023,4,Female,3,1,Research Scientist,1,Single,2,Unknown,3,2,0,2,2,3,1,2,1995,20800.0,No
1023,25,No,No Travel,Research & Development,1,3,Medical,1024,4,Male,3,1,Research Scientist,2,Single,1,Unknown,3,4,0,3,2,2,2,1,1998,20960.0,No
1024,58,No,No Travel,Research & Development,23,4,Life Sciences,1025,1,Female,3,1,Research Scientist,3,Unknown,1,Unknown,3,4,2,3,3,2,2,2,1965,28111.13,Sí
1025,39,Yes,No Travel,Research & Development,23,3,Medical,1026,3,Female,3,1,Research Scientist,1,Single,0,Unknown,3,1,0,2,3,5,0,3,1984,39040.0,No
1026,30,No,Travel Rarely,Research & Development,6,3,Technical Degree,1027,1,Male,2,2,Laboratory Technician,4,Married,0,No,3,1,1,6,3,9,6,7,1993,46270.0,Sí
1027,50,No,No Travel,Research & Development,46,3,Life Sciences,1028,46,Male,3,4,Research Director,1,Married,4,Unknown,3,2,0,2,3,3,1,2,1973,153407.07,Sí
1028,41,No,No Travel,Sales,10,2,Medical,1029,3,Female,1,2,Sales Executive,2,Single,1,No,3,1,0,4,3,19,11,9,1982,53914.11,Sí
1029,31,Yes,No Travel,Sales,1,3,Other,1030,4,Male,3,1,Sales Representative,2,Unknown,1,Yes,3,1,0,2,4,3,2,2,1992,23020.0,No
1030,44,Yes,No Travel,Research & Development,3,3,Life Sciences,1031,1,Female,3,1,Laboratory Technician,1,Unknown,4,No,3,3,0,4,4,3,1,2,1979,28111.08,Sí
1031,40,No,No Travel,Research & Development,16,2,Other,1032,3,Female,3,1,Research Scientist,3,Divorced,9,No,3,2,1,0,3,4,0,0,1983,28111.08,Sí
1032,25,No,Travel Rarely,Research & Development,19,1,Medical,1033,4,Female,3,1,Laboratory Technician,4,Married,3,Unknown,3,3,3,6,2,3,1,2,1998,28111.13,No
1033,40,No,Travel Rarely,Research & Development,1,4,Life Sciences,1034,2,Female,3,1,Laboratory Technician,2,Unknown,3,No,4,3,1,3,3,4,0,3,1983,28111.13,Sí
1034,51,No,Travel Rarely,Research & Development,11,2,Technical Degree,1035,4,Male,2,4,Manufacturing Director,2,Unknown,3,No,3,2,0,1,2,5,0,3,1972,153407.07,Sí
1035,27,No,Travel Frequently,Sales,2,1,Life Sciences,1036,4,Female,1,2,Sales Executive,4,Single,3,No,4,2,0,3,3,6,0,0,1996,50710.0,No
1036,35,Yes,No Travel,Sales,18,4,Marketing,1037,4,Male,3,2,Sales Executive,3,Married,0,Unknown,3,3,1,0,2,4,3,2,1988,53914.11,Sí
1037,38,No,No Travel,Research & Development,7,3,Other,1038,4,Female,4,1,Research Scientist,3,Divorced,1,No,3,4,3,2,3,4,0,3,1985,28111.13,Sí
1038,31,Yes,No Travel,Research & Development,22,4,Other,1039,4,Female,3,2,Manufacturing Director,3,Married,1,Unknown,3,4,2,3,2,10,6,7,1992,53914.11,Sí
1039,51,No,No Travel,Sales,2,3,Other,1040,2,Female,3,3,Sales Executive,2,Unknown,2,Unknown,3,2,0,5,3,4,3,2,1972,105960.0,Sí
1040,41,No,No Travel,Research & Development,22,3,Other,1041,4,Male,3,2,Research Scientist,4,Unknown,3,Unknown,3,1,2,4,2,6,3,3,1982,54670.0,No
1041,32,No,No Travel,Sales,2,1,Marketing,1042,3,Female,3,2,Sales Executive,2,Married,0,Yes,3,1,3,3,2,3,1,2,1991,53914.11,Sí
1042,25,No,Travel Rarely,Sales,18,1,Life Sciences,1043,1,Female,4,2,Sales Executive,3,Married,2,No,3,2,0,3,2,3,1,2,1998,53914.08,No
1043,27,No,No Travel,Sales,10,3,Marketing,1044,4,Male,2,2,Sales Executive,4,Married,1,Yes,3,4,0,3,3,6,4,4,1996,57690.0,Sí
1044,27,Yes,Travel Rarely,Research & Development,22,4,Life Sciences,1045,4,Male,3,1,Research Scientist,3,Single,1,Yes,3,4,0,2,3,8,7,7,1996,23940.0,Sí
1045,37,No,No Travel,Research & Development,11,3,Medical,1046,1,Male,3,1,Laboratory Technician,3,Single,4,No,3,1,0,6,3,3,0,2,1986,36290.0,Sí
1046,35,No,Travel Frequently,Research & Development,18,2,Life Sciences,1047,3,Female,3,3,Manufacturing Director,4,Unknown,2,No,3,3,0,2,3,2,2,2,1988,93620.0,Sí
1047,25,No,No Travel,Research & Development,1,3,Other,1048,1,Female,3,1,Laboratory Technician,4,Unknown,4,No,3,2,1,2,2,3,0,2,1998,32290.0,Sí
1048,30,No,No Travel,Sales,7,4,Marketing,1049,4,Male,3,2,Sales Executive,1,Divorced,7,No,3,2,2,3,3,3,0,2,1993,53914.11,Sí
1049,31,No,No Travel,Research & Development,8,5,Life Sciences,1050,1,Male,3,4,Research Director,2,Unknown,3,No,3,3,0,3,4,3,1,0,1992,164220.0,Sí
1050,36,No,No Travel,Sales,16,4,Marketing,1051,3,Male,2,2,Sales Executive,1,Unknown,4,No,3,1,2,3,2,3,0,2,1987,56469.96,No
1051,25,Yes,Travel Rarely,Sales,9,2,Other,1052,1,Female,2,1,Sales Representative,1,Unknown,3,No,3,1,0,2,3,3,2,2,1998,44000.0,Sí
1052,56,No,No Travel,Research & Development,1,2,Life Sciences,1053,1,Male,3,1,Research Scientist,1,Unknown,2,Unknown,4,4,1,3,4,3,1,0,1967,20660.0,Sí
1053,41,No,No Travel,Research & Development,5,5,Medical,1054,2,Female,4,1,Research Scientist,3,Unknown,2,Unknown,3,1,0,5,3,4,0,3,1982,28111.13,Sí
1054,31,No,Travel Rarely,Human Resources,8,2,Other,1055,4,Male,4,1,Human Resources,2,Unknown,9,No,3,4,0,3,3,3,0,2,1992,28111.13,Sí
1055,31,Yes,Travel Frequently,Research & Development,2,3,Life Sciences,1056,2,Female,3,1,Laboratory Technician,4,Unknown,6,Unknown,3,3,1,2,1,2,2,2,1992,28111.13,Sí
1056,48,No,No Travel,Sales,7,3,Marketing,1057,3,Female,3,2,Sales Executive,1,Divorced,4,No,3,1,3,3,3,2,2,2,1975,54860.04,No
1057,34,Yes,No Travel,Human Resources,9,4,Other,1058,1,Male,3,1,Human Resources,3,Married,1,No,3,4,0,0,3,2,2,2,1989,28111.08,No
1058,44,No,No Travel,Research & Development,5,3,Life Sciences,1059,3,Female,2,1,Laboratory Technician,3,Single,3,Unknown,3,4,0,5,3,5,0,3,1979,31620.0,No
1059,49,No,Travel Rarely,Research & Development,5,4,Other,1060,1,Female,3,2,Healthcare Representative,3,Married,2,No,3,2,1,0,2,3,1,2,1974,66510.0,Sí
1060,44,No,No Travel,Research & Development,20,3,Life Sciences,1061,4,Female,3,1,Research Scientist,2,Unknown,1,Unknown,3,3,0,3,2,5,1,3,1979,34200.0,No
1061,28,Yes,No Travel,Sales,1,3,Other,1062,1,Female,3,1,Sales Representative,3,Married,3,Unknown,3,4,1,3,4,3,1,2,1995,29090.0,No
1062,44,No,Travel Frequently,Research & Development,2,1,Other,1063,2,Female,3,3,Manufacturing Director,3,Single,5,Unknown,3,2,0,2,2,2,2,2,1979,100071.84,Sí
1063,55,No,Travel Rarely,Research & Development,4,4,Life Sciences,1064,4,Female,3,2,Healthcare Representative,3,Married,0,Unknown,3,2,0,2,3,3,1,2,1968,53914.11,Sí
1064,28,No,Travel Frequently,Sales,7,3,Life Sciences,1065,3,Female,3,2,Sales Executive,1,Single,0,Unknown,3,4,0,5,3,4,1,3,1995,48980.0,Sí
1065,49,No,Travel Rarely,Research & Development,45,2,Medical,1066,45,Male,2,2,Laboratory Technician,1,Married,4,Unknown,4,1,1,3,3,3,1,2,1974,53914.11,Sí
1066,29,No,Travel Frequently,Research & Development,2,1,Life Sciences,1067,4,Male,3,1,Laboratory Technician,2,Unknown,0,No,3,3,3,3,3,3,0,2,1994,31800.0,No
1067,32,No,No Travel,Sales,10,3,Other,1068,3,Female,3,3,Manager,4,Unknown,2,Unknown,3,2,0,5,4,5,0,0,1991,112440.0,Sí
1068,31,Yes,Travel Frequently,Research & Development,3,3,Life Sciences,1069,4,Male,3,1,Research Scientist,3,Unknown,1,No,3,1,0,2,3,7,7,7,1992,28111.13,Sí
1069,40,No,No Travel,Research & Development,43,2,Life Sciences,1070,4,Female,3,2,Healthcare Representative,4,Divorced,3,Unknown,3,3,0,2,3,2,2,2,1983,40689.96,No
1070,36,No,Travel Rarely,Sales,2,4,Life Sciences,1071,3,Female,3,1,Sales Representative,4,Unknown,3,Yes,4,4,0,3,2,3,1,2,1987,28111.13,No
1071,33,No,No Travel,Sales,8,4,Life Sciences,1072,1,Female,3,2,Sales Executive,1,Unknown,2,No,3,4,1,6,1,2,2,2,1990,63920.0,No
1072,30,No,No Travel,Sales,14,4,Other,1073,14,Female,3,3,Sales Executive,2,Married,3,Unknown,3,2,1,3,3,4,1,3,1993,100071.84,Sí
1073,38,Yes,Travel Rarely,Research & Development,2,3,Medical,1074,3,Female,3,2,Manufacturing Director,2,Married,4,Unknown,3,1,2,2,3,5,1,4,1985,48549.96,No
1074,48,No,Travel Rarely,Research & Development,15,4,Other,1075,3,Male,3,1,Research Scientist,1,Married,8,Unknown,3,4,1,3,2,8,7,6,1975,28111.13,Sí
1075,34,No,No Travel,Research & Development,1,4,Other,1076,2,Female,3,2,Research Scientist,4,Unknown,9,No,3,2,1,3,2,2,2,1,1989,53914.11,Sí
1076,38,No,Travel Rarely,Sales,16,3,Life Sciences,1077,2,Male,3,2,Sales Executive,2,Single,2,No,3,2,0,5,4,3,1,2,1985,53914.11,No
1077,35,No,Travel Rarely,Research & Development,10,4,Other,1078,1,Male,3,2,Healthcare Representative,3,Single,3,Yes,3,3,0,4,3,5,0,4,1988,53914.11,Sí
1078,23,No,No Travel,Research & Development,10,3,Other,1079,4,Female,4,1,Research Scientist,3,Married,2,No,3,4,1,2,3,2,2,2,2000,28111.08,Sí
1079,36,No,No Travel,Research & Development,6,4,Other,1080,1,Female,4,2,Laboratory Technician,1,Unknown,3,Yes,3,4,1,3,3,3,0,2,1987,53914.11,No
1080,34,No,Travel Frequently,Research & Development,36,4,Other,1081,36,Female,2,2,Healthcare Representative,3,Unknown,1,No,3,2,1,3,2,8,7,7,1989,53914.11,No
1081,22,No,No Travel,Research & Development,26,2,Other,1082,2,Male,2,1,Research Scientist,3,Married,1,Unknown,3,2,0,2,2,4,1,3,2001,28111.08,Sí
1082,32,No,No Travel,Research & Development,5,4,Other,1083,2,Male,4,1,Research Scientist,4,Married,3,No,3,4,2,3,3,3,0,2,1991,33120.0,Sí
1083,31,No,Travel Frequently,Sales,2,4,Other,1084,4,Female,3,2,Sales Executive,1,Single,7,Unknown,3,4,0,3,3,5,0,3,1992,53914.08,No
1084,36,No,Travel Rarely,Research & Development,12,4,Life Sciences,1085,3,Male,3,2,Manufacturing Director,3,Married,9,Yes,3,2,2,2,3,3,1,1,1987,53914.11,Sí
1085,21,No,No Travel,Research & Development,19,1,Medical,1086,3,Female,3,1,Research Scientist,4,Single,1,No,3,3,0,2,3,2,2,2,2002,31170.0,No
1086,47,No,No Travel,Sales,26,4,Other,1087,4,Male,3,5,Manager,3,Married,3,No,3,3,1,2,3,5,1,0,1976,191324.62,No
1087,39,No,No Travel,Research & Development,4,3,Medical,1088,1,Male,3,2,Manufacturing Director,3,Unknown,0,No,3,4,0,2,1,9,3,8,1984,53914.11,Sí
1088,40,No,No Travel,Research & Development,16,3,Other,1089,3,Male,3,3,Manufacturing Director,4,Unknown,6,Unknown,3,4,0,2,2,4,3,3,1983,100071.84,Sí
1089,48,No,Travel Frequently,Sales,4,5,Other,1090,3,Female,2,4,Manager,4,Unknown,2,No,4,2,1,3,3,2,2,2,1975,152020.0,Sí
1090,35,Yes,No Travel,Sales,10,2,Medical,1091,1,Female,1,2,Sales Executive,4,Unknown,6,Yes,3,4,2,2,2,2,2,2,1988,53914.11,No
1091,27,No,Travel Rarely,Research & Development,8,3,Medical,1092,2,Male,4,1,Research Scientist,3,Unknown,7,Unknown,3,1,0,0,3,3,0,2,1996,28111.13,No
1092,27,No,No Travel,Research & Development,2,3,Medical,1093,4,Female,3,1,Research Scientist,4,Single,2,No,3,3,0,0,2,4,1,2,1996,25800.0,Sí
1093,40,Yes,Travel Rarely,Research & Development,7,3,Other,1094,1,Female,3,1,Laboratory Technician,1,Unknown,3,Yes,3,2,0,3,1,4,0,3,1983,21660.0,Sí
1094,29,No,No Travel,Sales,10,3,Other,1095,3,Female,2,2,Sales Executive,3,Single,9,No,3,3,0,2,3,5,1,4,1994,53914.11,Sí
1095,36,No,No Travel,Research & Development,5,4,Life Sciences,1096,2,Male,3,3,Healthcare Representative,1,Married,4,No,3,3,2,6,3,3,0,2,1987,100071.84,Sí
1096,49,No,Travel Rarely,Research & Development,22,4,Other,1097,1,Male,3,4,Research Director,2,Married,3,Unknown,3,2,2,2,3,4,1,2,1974,153407.07,Sí
1097,20,No,Travel Rarely,Sales,13,3,Medical,1098,3,Male,3,1,Sales Representative,3,Single,1,Unknown,3,1,0,3,3,2,2,2,2003,28111.13,Sí
1098,36,No,No Travel,Research & Development,1,4,Other,1099,4,Male,2,2,Manufacturing Director,3,Unknown,0,Unknown,3,3,0,6,3,3,1,2,1987,43740.0,Sí
1099,33,No,Travel Rarely,Sales,2,4,Other,1100,4,Female,3,2,Sales Executive,4,Unknown,1,Unknown,3,3,2,5,3,6,0,4,1990,55050.0,Sí
1100,49,No,No Travel,Research & Development,16,3,Medical,1101,4,Male,3,1,Laboratory Technician,1,Divorced,4,Unknown,3,2,1,2,2,2,2,2,1974,25869.96,Sí
1101,47,No,Travel Rarely,Sales,2,4,Life Sciences,1102,2,Male,4,4,Manager,2,Unknown,6,Unknown,3,3,3,2,3,3,1,2,1976,159720.0,Sí
1102,20,No,Travel Rarely,Sales,9,1,Other,1103,4,Female,3,1,Sales Representative,1,Unknown,1,No,3,1,0,3,3,2,0,2,2003,28111.08,Sí
1103,36,No,Travel Rarely,Research & Development,26,4,Other,1104,1,Female,3,2,Healthcare Representative,3,Married,6,No,3,2,2,2,2,3,0,2,1987,53914.11,No
1104,44,No,Travel Rarely,Human Resources,1,3,Other,1105,3,Male,3,1,Human Resources,4,Unknown,4,Yes,3,1,3,2,3,2,2,2,1979,28111.13,No
1105,55,No,No Travel,Research & Development,12,3,Technical Degree,1106,12,Female,2,1,Research Scientist,2,Divorced,5,No,3,4,1,1,3,4,1,2,1968,28111.13,Sí
1106,23,Yes,No Travel,Sales,7,3,Life Sciences,1107,3,Female,3,1,Sales Representative,4,Divorced,1,Yes,4,2,1,2,3,3,0,2,2000,28111.13,No
1107,26,No,No Travel,Research & Development,17,4,Other,1108,4,Female,1,1,Laboratory Technician,3,Unknown,1,No,3,3,3,3,4,3,0,2,1997,23050.0,Sí
1108,32,No,Travel Frequently,Research & Development,10,3,Other,1109,1,Female,3,1,Research Scientist,3,Married,6,Unknown,3,1,1,3,2,5,1,3,1991,34329.96,Sí
1109,31,No,No Travel,Research & Development,2,4,Life Sciences,1110,2,Female,3,1,Laboratory Technician,3,Married,1,Unknown,3,4,1,2,4,5,0,3,1992,34770.0,No
1110,41,No,No Travel,Human Resources,4,3,Human Resources,1111,3,Female,1,2,Human Resources,2,Married,6,No,3,2,1,4,3,3,1,2,1982,53914.08,No
