,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
898,25,Yes,Travel Rarely,290.03550973654063,Research & Development,3,3,Medical,899,1,Female,3,1,Laboratory Technician,1,Married,2342.59,6090.75,5,No,13,3,1,5,2,0,2,1998,28111.13,Sí
899,45,No,Unknown,273.8253968253968,Research & Development,10,2,Life Sciences,900,1,Female,3,1,Research Scientist,4,Married,2211.67,5750.33,3,No,21,4,2,3,2,0,2,1978,26540.0,Sí
900,52,No,Travel Rarely,1582.7713464696226,Sales,4,2,Life Sciences,901,4,Male,3,4,Manager,4,Married,12783.92,33238.2,2,No,13,4,0,2,5,1,4,1971,153407.07,No
901,34,Yes,Travel Frequently,290.03550973654063,Sales,6,2,Unknown,902,4,Male,1,1,Sales Representative,3,Unknown,4492.84,6090.75,0,No,16,4,1,3,2,1,0,1989,28111.13,Sí
902,26,No,Travel Rarely,290.03550973654063,Research & Development,23,3,Life Sciences,903,1,Male,3,1,Research Scientist,4,Divorced,2342.59,6090.75,1,No,22,2,2,3,3,0,2,1997,28111.13,Sí
903,29,No,Unknown,1231.388888888889,Research & Development,3,4,Unknown,904,2,Female,2,3,Research Director,3,Unknown,9945.83,25859.17,1,No,18,3,0,2,10,0,7,1994,119350.0,Sí
904,29,Yes,Unknown,262.6825396825397,Research & Development,25,5,Technical Degree,905,3,Male,2,1,Research Scientist,2,Married,4492.84,5516.33,5,No,16,2,0,2,2,1,1,1994,25460.0,No
905,46,No,Unknown,1842.801587301588,Research & Development,2,3,Life Sciences,906,1,Female,3,4,Research Director,3,Married,4492.84,38698.83,6,No,13,3,0,2,3,0,1,1977,178610.0,No
906,46,No,Unknown,1032.4872861766066,Sales,10,3,Marketing,907,3,Male,2,3,Sales Executive,4,Unknown,8339.32,21682.23,2,Unknown,19,3,1,3,3,1,2,1977,53914.11,No
907,30,No,Travel Rarely,290.03550973654063,Sales,7,1,Marketing,908,4,Female,3,1,Sales Representative,2,Single,4492.84,6090.75,0,Unknown,14,1,0,3,3,1,2,1993,28111.13,Sí
908,34,Yes,Travel Frequently,1032.4872861766066,Human Resources,23,3,Unknown,909,2,Male,3,3,Human Resources,1,Divorced,4492.84,21682.23,9,Yes,15,3,3,2,3,0,2,1989,100071.84,No
909,42,No,Unknown,290.03550973654063,Research & Development,5,2,Other,910,2,Female,3,1,Laboratory Technician,3,Married,2342.59,6090.75,4,No,17,4,1,4,2,2,0,1981,28111.13,Sí
910,22,Yes,Unknown,401.7619047619048,Research & Development,25,1,Technical Degree,911,3,Female,2,1,Laboratory Technician,3,Single,3245.0,8437.0,5,No,16,3,0,3,2,1,2,2001,38940.0,Sí
911,29,No,Travel Rarely,439.73015873015873,Research & Development,19,3,Technical Degree,912,4,Female,3,2,Manufacturing Director,4,Divorced,4492.84,9234.33,4,No,12,2,2,2,3,1,2,1994,42620.0,Sí
912,46,No,Travel Frequently,1086.1190476190477,Research & Development,18,1,Medical,913,1,Male,3,3,Healthcare Representative,3,Married,4492.84,22808.5,5,No,11,4,0,3,2,1,2,1977,105270.0,Sí
913,32,Yes,Unknown,556.2566609977324,Sales,11,4,Other,914,4,Female,4,2,Sales Executive,3,Unknown,4492.84,11681.39,8,Unknown,12,4,0,2,4,1,2,1991,53914.11,Sí
914,24,No,Unknown,247.6190476190476,Sales,24,3,Medical,915,4,Female,3,1,Sales Representative,4,Unknown,2000.0,5200.0,0,No,13,3,2,3,2,2,1,1999,53914.11,No
915,35,No,Travel Rarely,379.78571428571433,Research & Development,25,2,Unknown,916,1,Female,2,2,Laboratory Technician,4,Single,4492.84,7975.5,4,No,14,4,0,3,3,0,2,1988,36810.0,No
916,42,No,Unknown,556.2566609977324,Research & Development,2,4,Life Sciences,917,3,Male,3,2,Healthcare Representative,4,Married,4492.84,11681.39,1,No,13,2,2,4,10,2,2,1981,53914.11,Sí
917,48,No,Travel Rarely,1582.7713464696226,Sales,1,4,Unknown,918,4,Male,2,4,Manager,1,Married,4492.84,33238.2,7,No,11,1,1,3,3,0,2,1975,153407.07,Sí
918,44,No,Travel Rarely,556.2566609977324,Human Resources,1,4,Unknown,919,1,Male,2,2,Human Resources,3,Unknown,4492.84,11681.39,4,No,11,2,0,1,2,0,2,1979,53914.11,Sí
919,34,No,Unknown,290.03550973654063,Sales,14,3,Unknown,920,3,Male,3,1,Sales Representative,3,Unknown,2342.59,6090.75,1,Yes,18,4,2,3,8,0,6,1989,28111.13,Sí
920,21,No,Unknown,355.6428571428571,Sales,22,1,Technical Degree,921,3,Female,3,1,Sales Representative,3,Unknown,2872.5,7468.5,1,Unknown,11,3,0,2,3,1,2,2002,34470.0,Sí
921,44,No,Travel Rarely,2013.246031746032,Sales,3,4,Unknown,922,4,Female,3,5,Manager,4,Unknown,16260.83,42278.17,4,Unknown,12,1,1,2,2,0,1,1979,53914.11,Sí
922,22,No,Travel Rarely,290.03550973654063,Research & Development,6,1,Medical,923,1,Female,3,1,Research Scientist,3,Married,2342.59,6090.75,0,Unknown,20,4,0,3,2,2,2,2001,28111.13,Sí
923,26,No,Travel Rarely,274.3412698412698,Research & Development,6,3,Unknown,924,3,Male,3,1,Laboratory Technician,4,Unknown,2215.83,5761.17,1,Yes,13,3,1,2,3,0,2,1997,53914.11,No
924,36,No,Unknown,912.7857142857142,Research & Development,9,2,Medical,925,2,Female,2,2,Manufacturing Director,2,Unknown,7372.5,19168.5,2,Yes,11,3,1,2,3,0,2,1987,88470.0,Sí
925,27,No,Unknown,210.9920634920635,Research & Development,3,4,Medical,926,1,Female,2,1,Research Scientist,4,Single,4492.84,4430.83,0,Unknown,13,4,0,0,4,1,1,1996,20450.0,Sí
926,23,No,Travel Rarely,290.03550973654063,Research & Development,4,3,Unknown,927,1,Female,4,1,Research Scientist,1,Unknown,2342.59,6090.75,2,Unknown,16,1,1,3,3,0,2,2000,28111.13,No
927,25,No,Unknown,500.5,Sales,8,3,Life Sciences,928,4,Female,4,2,Sales Executive,2,Unknown,4042.5,10510.5,0,No,22,3,1,4,3,1,2,1998,48510.0,No
928,48,No,Unknown,837.7777777777778,Sales,14,1,Unknown,929,14,Female,4,2,Sales Executive,2,Married,4492.84,17593.33,3,Unknown,12,4,0,3,2,2,2,1975,81200.0,Sí
929,24,Yes,Travel Rarely,472.23015873015873,Sales,3,2,Life Sciences,930,1,Male,3,2,Sales Executive,3,Single,3814.17,9916.83,9,No,14,1,0,3,2,2,0,1999,45770.0,Sí
930,60,No,Travel Rarely,557.6587301587302,Sales,16,4,Unknown,931,1,Female,3,2,Sales Executive,1,Single,4492.84,11710.83,8,No,14,4,0,1,2,2,2,1963,54050.0,No
931,50,No,Unknown,290.03550973654063,Sales,8,4,Marketing,932,4,Female,3,1,Sales Representative,2,Married,2342.59,6090.75,7,No,15,4,1,2,2,2,2,1973,28111.13,Sí
932,44,No,No Travel,382.57142857142856,Research & Development,24,3,Unknown,933,1,Female,1,1,Laboratory Technician,3,Single,4492.84,8034.0,2,Unknown,14,3,0,5,5,1,4,1979,37080.0,No
933,47,No,Travel Frequently,1420.7142857142858,Sales,3,3,Unknown,934,4,Male,3,4,Sales Executive,3,Divorced,11475.0,29835.0,9,Yes,12,4,2,2,22,11,13,1976,137700.0,Sí
934,42,Yes,Unknown,290.03550973654063,Research & Development,19,3,Unknown,935,3,Female,4,1,Research Scientist,3,Divorced,2342.59,6090.75,6,Unknown,12,4,0,2,2,2,2,1981,28111.13,Sí
935,43,No,Travel Frequently,556.2566609977324,Sales,15,3,Life Sciences,936,4,Female,2,2,Sales Executive,4,Married,4492.84,11681.39,3,Unknown,18,3,1,5,2,2,2,1980,53914.11,Sí
936,40,No,Unknown,290.03550973654063,Research & Development,2,1,Unknown,937,4,Male,2,1,Research Scientist,4,Single,2342.59,6090.75,0,Unknown,20,4,0,2,4,2,3,1983,28111.13,No
937,29,No,Unknown,236.9920634920635,Sales,10,3,Unknown,938,4,Female,3,1,Sales Representative,2,Unknown,1914.17,4976.83,1,No,14,4,2,2,2,2,2,1994,53914.11,No
938,53,No,Unknown,252.7777777777778,Research & Development,6,3,Unknown,939,4,Female,3,2,Laboratory Technician,4,Single,2041.67,5308.33,2,Unknown,17,4,0,4,2,2,2,1970,24500.0,No
939,23,No,Travel Rarely,290.03550973654063,Research & Development,12,1,Medical,940,1,Female,4,1,Research Scientist,3,Single,2342.59,6090.75,1,Unknown,18,4,0,3,2,0,2,2000,28111.13,No
940,55,Yes,Unknown,1973.9841269841268,Sales,2,3,Medical,941,4,Female,3,5,Manager,1,Unknown,15943.72,41453.67,5,Yes,13,4,1,2,5,1,4,1968,53914.11,No
941,26,No,Travel Frequently,290.03550973654063,Research & Development,1,2,Life Sciences,942,1,Male,1,1,Laboratory Technician,4,Unknown,2342.59,6090.75,3,No,14,1,1,2,2,2,0,1997,28111.13,Sí
942,34,No,Travel Rarely,290.03550973654063,Research & Development,1,4,Unknown,943,2,Male,4,1,Research Scientist,4,Single,2342.59,6090.75,2,No,16,3,0,2,4,1,3,1989,53914.11,No
943,27,No,Unknown,447.984126984127,Sales,8,1,Marketing,944,3,Female,3,2,Sales Executive,4,Married,3618.33,9407.67,0,Unknown,19,2,1,3,4,1,1,1996,43420.0,Sí
944,35,No,Travel Rarely,265.3650793650794,Sales,8,4,Unknown,945,1,Male,3,1,Sales Representative,4,Unknown,2143.33,5572.67,1,No,16,2,1,1,3,0,2,1988,53914.11,Sí
945,30,No,Travel Rarely,290.03550973654063,Research & Development,18,3,Unknown,946,4,Female,1,1,Laboratory Technician,3,Married,2342.59,6090.75,3,No,21,3,2,2,2,0,2,1993,28111.13,Sí
946,34,No,Unknown,670.6349206349207,Sales,8,2,Unknown,947,3,Male,3,2,Sales Executive,1,Unknown,5416.67,14083.33,5,No,17,2,1,1,3,1,2,1989,53914.11,Sí
947,52,No,Travel Rarely,324.8968253968254,Research & Development,25,4,Life Sciences,948,25,Male,3,2,Laboratory Technician,3,Unknown,2624.17,6822.83,8,Unknown,20,2,1,3,5,1,4,1971,31490.0,Sí
948,33,Yes,Travel Rarely,549.3015873015873,Sales,16,3,Marketing,949,1,Male,3,2,Sales Executive,1,Single,4436.67,11535.33,5,Unknown,15,3,0,3,3,0,2,1990,53240.0,No
949,35,No,Travel Rarely,290.03550973654063,Research & Development,20,4,Unknown,950,20,Male,4,1,Research Scientist,3,Single,4492.84,6090.75,3,No,13,3,0,0,2,2,2,1988,28111.13,No
950,28,Yes,Unknown,452.1111111111112,Research & Development,2,4,Unknown,951,3,Female,3,1,Research Scientist,3,Single,3651.67,9494.33,6,No,17,4,0,3,2,2,1,1995,43820.0,Sí
951,36,No,Travel Rarely,290.03550973654063,Human Resources,13,3,Human Resources,952,3,Female,3,1,Human Resources,2,Married,2342.59,6090.75,4,Unknown,13,2,1,2,5,0,4,1987,28111.13,Sí
952,34,No,Travel Frequently,263.4047619047619,Research & Development,16,4,Unknown,953,3,Male,2,1,Research Scientist,4,Single,2127.5,5531.5,1,No,16,3,0,3,5,1,3,1989,25530.0,Sí
953,34,No,Unknown,290.03550973654063,Human Resources,3,2,Unknown,954,3,Female,3,1,Human Resources,4,Unknown,2342.59,6090.75,0,Unknown,19,3,1,1,3,0,2,1989,53914.11,No
954,44,No,Travel Rarely,612.1349206349206,Research & Development,4,3,Unknown,955,4,Female,3,2,Healthcare Representative,2,Single,4944.17,12854.83,9,Unknown,12,4,0,2,5,2,3,1979,59330.0,Sí
955,32,No,Unknown,454.2777777777778,Sales,13,4,Life Sciences,956,2,Female,3,2,Sales Executive,4,Divorced,4492.84,9539.83,2,Unknown,11,3,1,3,5,0,3,1991,44030.0,Sí
956,53,No,Unknown,1128.1111111111113,Sales,7,2,Unknown,957,1,Male,2,3,Sales Executive,4,Married,9111.67,23690.33,7,Yes,18,4,1,3,5,0,4,1970,109340.0,No
957,22,No,Unknown,556.2566609977324,Research & Development,1,2,Life Sciences,958,4,Female,2,2,Manufacturing Director,4,Unknown,4492.84,11681.39,6,Unknown,22,1,2,2,2,2,2,2001,53914.11,No
958,44,No,Travel Rarely,290.03550973654063,Research & Development,8,4,Life Sciences,959,1,Female,4,1,Laboratory Technician,4,Unknown,2342.59,6090.75,2,Yes,24,3,1,2,3,0,2,1979,28111.13,No
959,35,Yes,Travel Frequently,208.6190476190476,Research & Development,25,4,Life Sciences,960,4,Male,3,1,Research Scientist,2,Divorced,1685.0,4381.0,1,Unknown,19,1,1,3,10,7,8,1988,20220.0,Sí
960,25,No,Unknown,439.1111111111112,Sales,4,1,Unknown,961,3,Female,2,2,Sales Executive,1,Unknown,3546.67,9221.33,1,No,12,1,0,1,5,0,3,1998,42560.0,No
961,49,No,Travel Rarely,369.3650793650794,Research & Development,1,3,Technical Degree,962,3,Male,3,1,Research Scientist,1,Unknown,2983.33,7756.67,2,No,16,2,1,2,4,0,2,1974,53914.11,No
962,24,No,No Travel,290.03550973654063,Research & Development,19,1,Life Sciences,963,1,Female,2,1,Laboratory Technician,4,Unknown,2342.59,6090.75,0,Unknown,17,4,0,2,5,3,4,1999,28111.13,No
963,38,No,Travel Rarely,299.10317460317464,Sales,9,3,Marketing,964,2,Female,2,1,Sales Representative,2,Unknown,2415.83,6281.17,0,Unknown,19,4,1,3,2,1,2,1985,28990.0,Sí
964,29,Yes,Travel Rarely,290.03550973654063,Sales,1,3,Medical,965,2,Male,2,1,Sales Representative,3,Unknown,2342.59,6090.75,6,Yes,19,3,3,3,3,0,2,1994,28111.13,No
965,43,No,Travel Frequently,573.8571428571429,Research & Development,1,3,Life Sciences,966,4,Male,3,2,Healthcare Representative,4,Married,4635.0,12051.0,4,Unknown,13,2,1,2,5,2,2,1980,53914.11,Sí
966,28,No,Travel Rarely,556.2566609977324,Sales,5,4,Medical,967,1,Female,3,2,Sales Executive,4,Single,4492.84,11681.39,1,Unknown,14,2,0,3,4,0,2,1995,53914.11,No
967,20,Yes,Travel Rarely,290.03550973654063,Sales,2,3,Unknown,968,3,Male,2,1,Sales Representative,3,Single,2342.59,6090.75,1,Unknown,13,4,0,3,2,0,2,2003,28111.13,Sí
968,47,No,Unknown,290.03550973654063,Sales,2,4,Life Sciences,969,4,Male,2,1,Sales Representative,4,Single,2342.59,6090.75,1,Yes,18,1,0,3,3,1,2,1976,53914.11,Sí
969,22,Yes,Travel Rarely,556.2566609977324,Research & Development,3,1,Life Sciences,970,2,Male,3,2,Manufacturing Director,3,Married,4492.84,11681.39,0,Yes,19,1,1,3,3,0,2,2001,53914.11,Sí
970,28,No,Unknown,245.2460317460317,Research & Development,9,3,Medical,971,3,Male,3,1,Research Scientist,3,Divorced,1980.83,5150.17,5,No,18,2,1,2,2,2,2,1995,23770.0,Sí
971,39,Yes,Unknown,248.031746031746,Research & Development,6,3,Medical,972,4,Female,3,1,Laboratory Technician,1,Married,4492.84,5208.67,7,Unknown,21,4,0,2,2,2,2,1984,24040.0,Sí
972,33,No,Travel Rarely,288.7857142857143,Research & Development,1,4,Unknown,973,3,Female,2,1,Research Scientist,1,Single,2332.5,6064.5,3,Unknown,11,2,0,1,3,0,2,1990,27990.0,No
973,36,No,Travel Rarely,290.03550973654063,Research & Development,7,4,Other,974,2,Female,3,1,Research Scientist,4,Single,2342.59,6090.75,2,Unknown,18,3,0,6,6,0,1,1987,28111.13,Sí
974,35,No,Travel Rarely,556.2566609977324,Sales,48,3,Unknown,975,3,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Unknown,16,2,0,3,5,1,0,1988,53914.11,Sí
975,31,Yes,Unknown,290.03550973654063,Research & Development,9,2,Medical,976,3,Female,2,1,Research Scientist,1,Single,4492.84,6090.75,0,Yes,22,1,0,0,3,1,2,1992,28111.13,No
976,33,No,Travel Rarely,356.1587301587302,Research & Development,13,1,Life Sciences,977,2,Male,3,1,Research Scientist,4,Single,2876.67,7479.33,3,Unknown,18,1,0,4,3,0,2,1990,34520.0,No
977,27,No,Unknown,290.0238095238095,Research & Development,24,4,Unknown,978,24,Male,3,1,Laboratory Technician,2,Married,2342.5,6090.5,9,No,14,2,1,2,2,2,2,1996,28110.0,No
978,30,Yes,Travel Rarely,290.03550973654063,Research & Development,22,3,Unknown,979,1,Male,3,1,Research Scientist,3,Married,4492.84,6090.75,4,Unknown,11,2,0,2,5,0,1,1993,28111.13,Sí
979,24,No,Unknown,451.5952380952381,Research & Development,17,1,Medical,980,4,Male,2,2,Manufacturing Director,3,Divorced,3647.5,9483.5,1,No,15,2,2,6,4,3,2,1999,43770.0,No
980,35,Yes,Travel Rarely,290.03550973654063,Research & Development,14,4,Other,981,3,Female,2,1,Laboratory Technician,2,Divorced,2342.59,6090.75,1,Yes,24,4,1,2,4,0,2,1988,28111.13,No
981,30,Yes,Unknown,290.03550973654063,Research & Development,5,3,Unknown,982,2,Male,3,1,Laboratory Technician,2,Unknown,2342.59,6090.75,0,Unknown,17,1,0,3,3,1,2,1993,28111.13,Sí
982,48,No,Travel Rarely,437.4603174603175,Research & Development,6,3,Unknown,983,1,Female,2,2,Healthcare Representative,3,Unknown,3533.33,9186.67,2,No,13,4,0,0,2,2,2,1975,53914.11,Sí
983,41,No,Travel Rarely,556.2566609977324,Research & Development,7,2,Medical,984,4,Male,3,2,Manufacturing Director,3,Unknown,4492.84,11681.39,6,Unknown,14,2,0,6,2,2,1,1982,53914.11,No
984,27,No,Unknown,436.1190476190477,Research & Development,2,4,Unknown,985,1,Male,3,2,Manufacturing Director,4,Unknown,3522.5,9158.5,0,Unknown,18,2,1,2,3,2,2,1996,42270.0,Sí
985,35,No,Travel Rarely,404.1349206349206,Research & Development,10,3,Other,986,2,Female,3,1,Laboratory Technician,4,Unknown,3264.17,8486.83,1,No,20,1,1,4,3,1,2,1988,39170.0,No
986,26,Yes,No Travel,512.6746031746031,Sales,29,2,Medical,987,2,Female,1,2,Sales Executive,1,Single,4492.84,10766.17,8,No,18,4,0,6,2,2,2,1997,49690.0,Sí
987,33,No,No Travel,290.03550973654063,Sales,8,1,Life Sciences,988,2,Male,2,1,Sales Representative,4,Unknown,4492.84,6090.75,0,Unknown,19,4,0,2,2,2,2,1990,28111.13,No
988,26,Yes,Unknown,210.6825396825397,Research & Development,2,3,Life Sciences,989,1,Female,3,1,Research Scientist,1,Married,1701.67,4424.33,6,Unknown,14,2,1,2,3,1,2,1997,20420.0,Sí
989,38,No,Travel Frequently,291.05555555555554,Research & Development,3,4,Unknown,990,3,Female,3,1,Research Scientist,3,Unknown,2350.83,6112.17,3,No,16,1,1,2,2,2,2,1985,53914.11,No
990,46,No,Unknown,1973.9841269841268,Research & Development,47,4,Medical,991,47,Female,3,5,Research Director,4,Unknown,4492.84,41453.67,9,No,17,4,2,0,2,2,2,1977,191324.62,Sí
991,20,Yes,Unknown,290.03550973654063,Sales,9,3,Marketing,992,4,Male,3,1,Sales Representative,4,Single,2342.59,6090.75,1,Yes,14,2,0,3,2,0,2,2003,28111.13,Sí
992,30,No,Unknown,1027.309523809524,Research & Development,20,3,Other,993,20,Female,3,2,Manufacturing Director,1,Married,8297.5,21573.5,0,Unknown,15,3,1,1,6,0,2,1993,53914.11,No
993,27,No,No Travel,290.03550973654063,Research & Development,8,5,Unknown,994,1,Female,1,1,Laboratory Technician,3,Married,2342.59,6090.75,1,Unknown,19,4,3,4,3,1,2,1996,28111.13,No
994,55,No,Unknown,1032.4872861766066,Research & Development,2,1,Unknown,995,4,Female,3,3,Manufacturing Director,2,Married,4492.84,21682.23,3,No,18,2,1,4,3,1,2,1968,100071.84,Sí
995,33,No,Travel Rarely,1032.4872861766066,Research & Development,5,3,Life Sciences,996,4,Female,2,3,Healthcare Representative,4,Unknown,8339.32,21682.23,4,No,15,3,1,2,3,1,2,1990,100071.84,Sí
996,28,No,Unknown,227.7063492063492,Research & Development,15,2,Life Sciences,997,1,Female,3,1,Laboratory Technician,3,Unknown,1839.17,4781.83,1,No,16,4,1,5,4,2,2,1995,22070.0,Sí
997,34,No,Unknown,800.2222222222223,Research & Development,3,1,Life Sciences,998,1,Female,3,2,Healthcare Representative,4,Unknown,6463.33,16804.67,0,No,17,3,0,1,6,0,4,1989,53914.11,Sí
998,33,Yes,Unknown,290.03550973654063,Research & Development,25,3,Medical,999,1,Female,2,1,Research Scientist,2,Single,2342.59,6090.75,4,Yes,20,2,0,0,2,2,2,1990,28111.13,No
999,33,No,Unknown,556.2566609977324,Sales,7,3,Life Sciences,1000,4,Male,3,2,Sales Executive,2,Married,4492.84,11681.39,0,No,17,3,1,3,3,0,2,1990,53914.11,No
1000,21,No,Unknown,213.57142857142856,Research & Development,1,1,Unknown,1001,4,Male,2,1,Research Scientist,2,Single,4492.84,4485.0,1,Yes,11,3,0,6,2,2,2,2002,20700.0,Sí
1001,31,No,Travel Frequently,287.96031746031747,Sales,20,3,Unknown,1002,3,Female,4,1,Sales Representative,4,Married,4492.84,6047.17,0,No,12,1,1,4,2,2,2,1992,27910.0,Sí
1002,35,No,Unknown,556.2566609977324,Sales,11,2,Marketing,1003,4,Female,3,2,Sales Executive,4,Divorced,4492.84,11681.39,1,Unknown,11,4,1,3,5,0,2,1988,53914.11,Sí
1003,34,No,Unknown,556.2566609977324,Research & Development,2,2,Unknown,1004,4,Female,3,2,Manufacturing Director,3,Single,4492.84,11681.39,2,No,11,4,0,3,3,0,2,1989,53914.11,Sí
1004,33,Yes,Unknown,848.5079365079365,Sales,9,4,Unknown,1005,1,Male,3,2,Sales Executive,1,Single,4492.84,17818.67,0,Unknown,17,1,0,3,5,0,3,1990,82240.0,No
1005,31,Yes,Unknown,269.2857142857143,Research & Development,15,3,Medical,1006,3,Female,3,1,Laboratory Technician,3,Unknown,4492.84,5655.0,1,No,12,3,1,5,2,2,2,1992,26100.0,Sí
1006,37,No,Travel Rarely,591.2936507936508,Research & Development,25,2,Unknown,1007,3,Male,2,2,Healthcare Representative,4,Unknown,4775.83,12417.17,7,No,13,3,2,2,6,1,3,1986,57310.0,Sí
1007,27,No,Travel Rarely,261.96031746031747,Research & Development,6,3,Unknown,1008,4,Female,2,1,Research Scientist,3,Married,4492.84,5501.17,1,No,13,3,1,0,4,2,2,1996,25390.0,Sí
1008,35,No,Travel Frequently,245.1428571428572,Research & Development,4,4,Other,1009,4,Female,2,1,Laboratory Technician,4,Married,4492.84,5148.0,1,Unknown,13,2,1,2,2,2,2,1988,23760.0,Sí
1009,56,No,Unknown,1973.9841269841268,Sales,4,4,Unknown,1010,4,Male,3,5,Manager,1,Divorced,15943.72,41453.67,4,No,13,4,1,2,5,4,2,1967,191324.62,Sí
1010,45,No,Unknown,290.03550973654063,Research & Development,7,3,Medical,1011,1,Male,3,1,Research Scientist,3,Unknown,2342.59,6090.75,4,Yes,19,3,1,2,3,0,2,1978,28111.13,Sí
1011,20,No,Travel Rarely,290.03550973654063,Research & Development,3,3,Unknown,1012,1,Female,2,1,Laboratory Technician,3,Single,2342.59,6090.75,1,Unknown,12,1,0,2,2,1,2,2003,28111.13,Sí
1012,50,No,Travel Frequently,1582.7713464696226,Sales,2,3,Unknown,1013,4,Male,3,4,Manager,1,Unknown,12783.92,33238.2,2,No,22,3,1,3,2,2,2,1973,153407.07,Sí
1013,46,No,Unknown,1968.6746031746031,Research & Development,15,2,Life Sciences,1014,4,Female,3,5,Research Director,2,Unknown,4492.84,41342.17,5,Unknown,11,1,1,2,4,0,3,1977,190810.0,Sí
1014,32,No,Unknown,283.0079365079365,Research & Development,13,3,Other,1015,3,Male,2,1,Laboratory Technician,2,Married,4492.84,5943.17,1,No,20,3,1,2,2,2,2,1991,27430.0,Sí
1015,35,No,Unknown,1032.4872861766066,Sales,8,2,Unknown,1016,3,Male,2,3,Sales Executive,4,Married,8339.32,21682.23,4,Unknown,11,2,1,6,13,4,12,1988,100071.84,No
1016,29,No,Unknown,387.936507936508,Research & Development,1,3,Life Sciences,1017,1,Male,3,1,Research Scientist,4,Divorced,3133.33,8146.67,1,No,15,1,3,5,3,1,2,1994,37600.0,Sí
1017,21,Yes,Travel Frequently,290.03550973654063,Research & Development,10,2,Unknown,1018,1,Male,2,1,Laboratory Technician,3,Unknown,2342.59,6090.75,1,Unknown,20,3,0,2,2,2,2,2002,53914.11,Sí
1018,34,No,Travel Rarely,468.2063492063493,Sales,2,3,Marketing,1019,3,Male,3,2,Sales Executive,1,Unknown,3781.67,9832.33,0,Unknown,12,4,0,3,3,0,2,1989,45380.0,Sí
1019,28,No,Unknown,290.03550973654063,Research & Development,1,4,Medical,1020,4,Female,3,1,Laboratory Technician,3,Single,2342.59,6090.75,0,Yes,11,3,0,2,4,0,2,1995,28111.13,No
1020,35,No,Travel Rarely,290.03550973654063,Research & Development,6,1,Life Sciences,1021,3,Female,3,1,Research Scientist,3,Married,2342.59,6090.75,0,Yes,14,4,0,3,3,2,2,1988,28111.13,No
1021,28,No,Travel Frequently,398.97619047619054,Research & Development,2,3,Life Sciences,1022,4,Female,2,1,Laboratory Technician,4,Married,4492.84,8378.5,1,Unknown,12,2,1,2,2,2,2,1995,38670.0,No
